Marca,Modelo,Ano,Quilometragem,Cor,Cambio,Combustivel,Portas,Valor_Venda
Chevrolet,S10,2017,87868,Preto,Manual,Flex,2,60620.4
Ford,EcoSport,2013,85509,Prata,Automático,Diesel,4,66380.2
Volkswagen,Polo,2003,111946,Vermelho,Automático,Gasolina,4,29383.8
Ford,EcoSport,2022,67259,Azul,Automático,Diesel,4,77699.2
Volkswagen,T-Cross,2000,23410,Azul,Automático,Gasolina,4,49433.0
Honda,HR-V,2012,8602,Azul,Manual,Diesel,2,95700.6
Fiat,Argo,2010,18614,Cinza,Automático,Flex,2,59000.2
Jeep,Renegade,2002,122142,Cinza,Automático,Flex,4,72763.6
Honda,HR-V,2016,125085,Prata,Automático,Gasolina,4,76549.0
Chevrolet,Onix Plus,2017,18444,Branco,Automático,Flex,4,78243.2
Jeep,Renegade,2009,53050,Preto,Automático,Gasolina,2,1241962.0
Toyota,Yaris,2015,68149,Branco,Manual,Diesel,2,87964.2
Jeep,Renegade,2020,121703,Cinza,Automático,Gasolina,4,92425.4
Jeep,Renegade,2012,108308,Cinza,Manual,Diesel,4,91052.4
Honda,Fit,2019,88618,Azul,Manual,Diesel,4,88882.4
Chevrolet,Tracker,2011,116490,Azul,Manual,Gasolina,2,49724.0
Jeep,Compass,2003,44866,Branco,Manual,Flex,2,83335.8
Honda,Civic,2007,197285,Preto,Automático,Diesel,4,50355.0
Honda,HR-V,2011,188311,Cinza,Manual,Flex,4,57680.799999999996
Jeep,Renegade,2018,119401,Cinza,Automático,Diesel,4,1241962.0
Volkswagen,Polo,2014,106034,Branco,Automático,Diesel,2,49540.2
Chevrolet,S10,2015,43211,Vermelho,Manual,Diesel,4,70101.8
Renault,Duster,2011,134076,Azul,Manual,Diesel,4,40748.8
Jeep,Renegade,2019,63789,Prata,Automático,Gasolina,2,110018.2
Ford,EcoSport,2017,74522,Cinza,Manual,Diesel,4,72398.6
Ford,Ka,2021,64084,Preto,Automático,Flex,2,77748.2
Toyota,Corolla,2011,99032,Vermelho,Manual,Flex,4,77626.6
Chevrolet,Onix Plus,2015,26269,Branco,Automático,Gasolina,2,1241962.0
Honda,Civic,2019,79709,Branco,Automático,Diesel,2,92443.2
Nissan,Frontier,2010,113145,Preto,Manual,Gasolina,2,57669.0
Fiat,Argo,2021,21118,Azul,Manual,Flex,4,71748.4
Hyundai,HB20S,2019,14089,Azul,Manual,Diesel,4,79421.2
Nissan,Frontier,2013,119682,Vermelho,Manual,Flex,2,58941.6
Chevrolet,Onix Plus,2001,42956,Preto,Automático,Gasolina,4,45023.8
Chevrolet,Onix,2012,91601,Cinza,Manual,Gasolina,2,56158.8
Jeep,Renegade,2013,79226,Vermelho,Automático,Flex,2,98420.8
Jeep,Compass,2005,144812,Prata,Automático,Diesel,2,72940.6
Nissan,Versa,2011,108605,Prata,Automático,Diesel,4,56397.0
Honda,Fit,2006,104749,Preto,Automático,Flex,2,66897.2
Toyota,Hilux,2003,107133,Prata,Manual,Flex,4,58467.4
Jeep,Compass,2006,127974,Preto,Manual,Diesel,4,68876.2
Hyundai,HB20S,2012,71160,Cinza,Automático,Flex,2,63677.0
Hyundai,HB20,2010,86078,Azul,Automático,Gasolina,4,54963.399999999994
Toyota,Corolla,2007,43779,Cinza,Manual,Diesel,4,1241962.0
Volkswagen,Polo,2018,151567,Preto,Manual,Diesel,4,45838.6
Volkswagen,Polo,2001,39602,Cinza,Automático,Gasolina,2,47234.6
Chevrolet,Onix,2020,140105,Prata,Automático,Flex,4,58132.0
Jeep,Renegade,2017,184175,Cinza,Automático,Diesel,2,74266.0
Ford,EcoSport,2020,151514,Prata,Manual,Diesel,2,59308.2
Nissan,Frontier,2009,3247,Azul,Manual,Diesel,4,75630.6
Renault,Sandero,2005,181440,Azul,Manual,Flex,2,20011.0
Toyota,Corolla,2023,131012,Prata,Automático,Diesel,4,83318.6
Chevrolet,Onix Plus,2021,186316,Branco,Manual,Flex,2,48510.8
Ford,EcoSport,2003,106284,Cinza,Automático,Gasolina,4,40716.2
Jeep,Renegade,2018,156546,Cinza,Manual,Flex,4,88096.8
Ford,Ranger,2013,195856,Preto,Automático,Flex,2,43558.8
Ford,EcoSport,2013,136658,Preto,Manual,Gasolina,2,1241962.0
Toyota,Yaris,2017,56228,Vermelho,Automático,Flex,2,97083.4
Chevrolet,Tracker,2016,7940,Prata,Automático,Gasolina,2,77633.0
Honda,Fit,2017,18606,Azul,Automático,Diesel,2,99359.8
Hyundai,Creta,2017,107753,Azul,Manual,Gasolina,4,56157.4
Nissan,Frontier,2004,40747,Branco,Manual,Gasolina,4,58465.6
Chevrolet,Onix Plus,2008,195799,Prata,Automático,Diesel,2,25629.199999999997
Renault,Duster,2000,165354,Cinza,Automático,Diesel,2,14970.199999999997
Ford,Ranger,2003,57760,Vermelho,Automático,Flex,4,50129.0
Honda,Civic,2006,194068,Prata,Automático,Flex,4,42799.399999999994
Toyota,Corolla,2010,2883,Vermelho,Automático,Flex,4,93446.4
Fiat,Cronos,2013,167666,Prata,Automático,Diesel,2,38824.8
Nissan,Kicks,2009,69875,Cinza,Automático,Diesel,4,67517.0
Nissan,Frontier,2018,88209,Cinza,Automático,Diesel,2,1241962.0
Hyundai,HB20S,2007,146498,Prata,Automático,Flex,2,38330.4
Fiat,Argo,2002,147558,Azul,Manual,Diesel,2,21727.4
Jeep,Compass,2007,76085,Azul,Automático,Diesel,4,81440.0
Fiat,Mobi,2017,3993,Branco,Automático,Gasolina,2,77633.4
Ford,Ranger,2004,143291,Cinza,Automático,Gasolina,4,32787.8
Ford,EcoSport,2019,3708,Preto,Automático,Diesel,2,92001.4
Ford,EcoSport,2010,28788,Branco,Manual,Flex,4,69662.4
Ford,Ka,2008,1495,Prata,Automático,Gasolina,4,76486.0
Chevrolet,S10,2018,167232,Branco,Automático,Diesel,2,41531.6
Nissan,Frontier,2011,110002,Preto,Automático,Gasolina,2,54527.600000000006
Fiat,Cronos,2004,138609,Cinza,Automático,Gasolina,2,23702.199999999997
Nissan,Kicks,2015,166625,Cinza,Automático,Flex,4,51148.0
Renault,Duster,2012,153275,Azul,Manual,Diesel,4,29377.0
Fiat,Cronos,2005,125114,Cinza,Automático,Diesel,4,33098.2
Chevrolet,Onix Plus,2015,118347,Azul,Automático,Flex,4,50885.600000000006
Renault,Sandero,2017,185104,Preto,Automático,Flex,2,39290.2
Nissan,Versa,2016,71124,Branco,Manual,Flex,4,72722.2
Renault,Sandero,2011,103106,Prata,Manual,Diesel,2,45546.8
Hyundai,HB20S,2000,37659,Prata,Manual,Gasolina,4,51955.2
Renault,Sandero,2006,111064,Branco,Manual,Diesel,4,31335.199999999997
Fiat,Mobi,2013,erro_medicao,Cinza,Automático,Diesel,2,58781.399999999994
Ford,EcoSport,2017,3525,Azul,Automático,Flex,2,84593.0
Ford,EcoSport,2022,4777,Prata,Manual,Flex,4,90708.6
Jeep,Compass,2000,176863,Cinza,Manual,Flex,4,51568.4
Nissan,Versa,2019,88853,Vermelho,Automático,Diesel,2,73946.4
Hyundai,HB20S,2009,162573,Vermelho,Manual,Flex,4,37697.399999999994
Fiat,Toro,2014,125409,Prata,Automático,Flex,4,45345.2
Fiat,Cronos,2010,65258,Branco,Manual,Gasolina,2,49962.4
Toyota,Hilux,2003,120942,Branco,Manual,Gasolina,2,61590.600000000006
Volkswagen,Polo,2014,76185,Branco,Manual,Flex,2,54006.0
Nissan,Frontier,2020,23719,Cinza,Manual,Gasolina,4,90240.2
Fiat,Toro,2015,112181,Vermelho,Manual,Diesel,2,52837.8
Honda,Civic,2014,129420,Cinza,Manual,Gasolina,2,72293.0
Fiat,Cronos,2016,66686,Preto,Automático,Flex,2,56006.8
Toyota,Yaris,2022,159506,Preto,Automático,Diesel,4,78852.8
Renault,Kwid,2010,20520,Prata,Automático,Diesel,2,56990.0
Chevrolet,Tracker,2017,56881,Preto,Automático,Gasolina,4,61452.8
Chevrolet,Tracker,2015,132582,Branco,Manual,Flex,4,49574.600000000006
Honda,Civic,2014,28546,Prata,Automático,Flex,2,93496.8
Honda,Civic,2010,13982,Vermelho,Manual,Gasolina,4,84466.6
Jeep,Compass,2012,69451,Azul,Manual,Gasolina,2,99025.8
Chevrolet,Tracker,2017,19636,Vermelho,Manual,Gasolina,4,73944.8
Renault,Duster,2007,189159,Preto,Automático,Flex,2,19093.200000000004
Chevrolet,S10,2008,142029,Preto,Manual,Gasolina,4,33205.2
Volkswagen,Gol,2021,36706,Vermelho,Manual,Gasolina,4,74707.8
Nissan,Kicks,2010,117199,Preto,Manual,Gasolina,4,52642.2
Chevrolet,Onix,2016,99377,Preto,Manual,Flex,2,57443.600000000006
Ford,Ka,2000,62871,Cinza,Automático,Diesel,2,46314.8
Jeep,Compass,2010,130448,Azul,Manual,Flex,4,77329.4
Toyota,Corolla,2006,61737,Azul,Automático,Flex,2,76108.6
Honda,Civic,2007,40975,Vermelho,Manual,Diesel,4,74094.0
Volkswagen,Virtus,2018,97364,Vermelho,Automático,Flex,2,59760.2
Honda,HR-V,2003,105687,Preto,Automático,Diesel,2,59418.600000000006
Jeep,Renegade,2003,159201,Branco,Automático,Diesel,4,60276.8
Fiat,Toro,2018,37939,Cinza,Automático,Diesel,2,71242.2
Volkswagen,Polo,2023,65059,Branco,Automático,Diesel,2,69051.2
Hyundai,HB20S,2008,8298,Preto,Automático,Flex,4,62820.4
Volkswagen,Gol,2016,119002,Vermelho,Automático,Diesel,4,50350.600000000006
Jeep,Compass,2017,195494,Branco,Manual,Gasolina,2,77207.2
Toyota,Yaris,2000,6480,Azul,Manual,Diesel,4,75301.0
Volkswagen,Polo,2013,191461,Prata,Automático,Diesel,2,28480.799999999996
Jeep,Compass,2003,68393,Branco,Automático,Flex,2,82108.4
Renault,Sandero,2009,4349,Vermelho,Automático,Gasolina,2,64297.2
Nissan,Frontier,2022,66964,Azul,Manual,Diesel,2,85768.2
Chevrolet,Tracker,2013,39491,Preto,Manual,Gasolina,2,61380.8
Renault,Sandero,2006,124888,Branco,Manual,Diesel,4,32911.399999999994
Jeep,Compass,2011,177850,Preto,Automático,Flex,4,71439.0
Ford,Ka,2021,88699,Cinza,Automático,Gasolina,2,69506.2
Fiat,Toro,2015,158749,Prata,Automático,Gasolina,2,36159.2
Chevrolet,Onix Plus,2004,96440,Vermelho,Manual,Flex,4,1241962.0
Ford,EcoSport,2010,81254,Vermelho,Automático,Flex,4,58693.2
Toyota,Yaris,2003,80345,Preto,Automático,Flex,4,69674.0
Honda,HR-V,2012,144344,Prata,Automático,Flex,2,63482.2
Hyundai,HB20,2007,142900,Azul,Manual,Gasolina,4,37354.0
Chevrolet,Tracker,2006,44431,Vermelho,Automático,Flex,4,56167.8
Renault,Kwid,2010,138928,Branco,Automático,Gasolina,2,29375.4
Fiat,Toro,2010,11223,Vermelho,Manual,Diesel,4,59767.4
Ford,EcoSport,2016,39413,Branco,Manual,Diesel,4,76877.4
Jeep,Compass,2021,56822,Vermelho,Manual,Flex,4,113067.6
Chevrolet,Tracker,2013,35689,Branco,Manual,Flex,2,62576.2
Honda,Fit,2001,187468,Cinza,Automático,Gasolina,2,40372.4
Jeep,Compass,2019,12637,Preto,Automático,Gasolina,2,117422.6
Ford,Ka,2020,177606,Azul,Automático,Diesel,4,59303.8
Fiat,Argo,,197486,Azul,Manual,Gasolina,4,14572.800000000003
Volkswagen,Polo,2021,74038,Cinza,Manual,Flex,4,67980.4
Honda,Civic,2001,15266,Azul,Manual,Diesel,2,72341.8
Jeep,Renegade,2020,48068,Branco,Manual,Diesel,2,112186.4
Honda,Fit,2014,99625,Azul,Automático,Flex,4,80052.0
Toyota,Yaris,2004,175428,Preto,Automático,Gasolina,4,46736.4
Jeep,Compass,2005,86295,Prata,Manual,Flex,4,81867.0
Chevrolet,S10,2016,146118,Branco,Automático,Gasolina,2,51550.4
Volkswagen,T-Cross,2007,126069,Azul,Automático,Diesel,4,38910.2
Volkswagen,Polo,2018,25270,Vermelho,Manual,Flex,4,74008.0
Hyundai,Creta,2004,119693,Vermelho,Automático,Diesel,4,36433.4
Honda,Fit,2022,76342,Prata,Automático,Diesel,2,91471.6
Renault,Kwid,2018,120324,Cinza,Automático,Flex,4,47668.2
Volkswagen,Virtus,2013,37988,Branco,Manual,Diesel,2,63145.4
Volkswagen,Virtus,2009,124291,Vermelho,Manual,Gasolina,2,38813.8
Toyota,Corolla,2012,52179,Preto,Manual,Flex,4,91402.2
Nissan,Frontier,2021,35892,Prata,Manual,Gasolina,2,93822.6
Toyota,Corolla,2004,116441,Cinza,Automático,Gasolina,2,59595.8
Toyota,Hilux,2006,160584,Cinza,Manual,Gasolina,4,56555.2
Nissan,Frontier,2009,190237,Preto,Automático,Flex,2,40592.6
Honda,Civic,2010,106490,Azul,Automático,Gasolina,4,71169.0
Jeep,Renegade,2002,136171,Preto,Manual,Flex,4,67267.8
Fiat,Mobi,2012,53487,Azul,Manual,Gasolina,4,58229.6
Renault,Kwid,2001,95847,Prata,Manual,Flex,4,32664.600000000002
Volkswagen,Gol,2003,90845,Preto,Manual,Gasolina,2,36036.0
Hyundai,HB20S,2002,50003,Vermelho,Automático,Diesel,2,50168.4
Renault,Duster,2014,111292,Cinza,Automático,Gasolina,2,41383.6
Jeep,Renegade,2003,66886,Azul,Automático,Diesel,4,83977.8
Nissan,Versa,2022,11739,Preto,Manual,Diesel,4,93151.2
Renault,Kwid,2020,86838,Branco,Manual,Gasolina,2,58774.4
Volkswagen,Gol,2003,erro_medicao,Preto,Manual,Gasolina,4,37311.2
Renault,Sandero,2014,12384,Azul,Manual,Diesel,4,61390.2
Fiat,Argo,2005,164166,Cinza,Automático,Flex,2,19228.800000000003
Nissan,Kicks,2022,133192,Vermelho,Manual,Gasolina,2,1241962.0
Renault,Kwid,2004,132065,Preto,Automático,Diesel,4,24326.0
Volkswagen,Gol,2011,87295,Vermelho,Automático,Flex,4,49077.0
Volkswagen,T-Cross,,18150,Branco,Automático,Gasolina,4,57001.0
Renault,Sandero,2002,64681,Azul,Manual,Flex,2,41841.8
Honda,Civic,2006,45388,Cinza,Manual,Diesel,4,74689.4
Hyundai,Creta,2011,114082,Prata,Automático,Gasolina,2,44211.600000000006
Ford,Ka,2014,51116,Cinza,Manual,Flex,2,69126.8
Toyota,Hilux,2018,186825,Azul,Manual,Gasolina,2,74246.0
Nissan,Versa,2005,101085,Prata,Manual,Flex,4,51944.0
Ford,EcoSport,2007,170859,Prata,Automático,Flex,2,40044.2
Jeep,Renegade,2005,35673,Cinza,Automático,Gasolina,2,94520.4
Jeep,Renegade,2002,139362,Azul,Automático,Gasolina,2,67028.6
Volkswagen,Virtus,2004,60123,Prata,Automático,Gasolina,4,47616.4
Jeep,Renegade,2008,16627,Azul,Automático,Diesel,2,102648.6
Honda,Civic,2023,73474,Vermelho,Manual,Gasolina,4,91568.2
Hyundai,HB20S,2015,189916,Branco,Manual,Flex,4,43932.8
Jeep,Compass,2021,62904,Preto,Automático,Gasolina,4,110726.2
Fiat,Cronos,2015,195777,Azul,Automático,Diesel,2,26840.600000000006
Hyundai,Creta,2008,103798,Azul,Automático,Diesel,2,44126.4
Honda,Civic,2017,68245,Prata,Automático,Gasolina,4,90250.0
Ford,Ranger,2012,158701,Azul,Manual,Flex,2,46843.8
Hyundai,HB20S,2010,110958,Azul,Automático,Diesel,4,44309.4
Hyundai,HB20S,2009,114673,Prata,Manual,Flex,4,46762.4
Ford,Ranger,2009,44186,Cinza,Automático,Diesel,4,61441.8
Honda,Civic,2005,129522,Azul,Manual,Diesel,4,61200.600000000006
Jeep,Compass,2015,46537,Vermelho,Manual,Flex,2,107272.6
Volkswagen,Virtus,2011,30832,Preto,Manual,Flex,2,61691.6
Nissan,Frontier,2003,23472,Azul,Automático,Diesel,2,62306.6
Ford,Ka,2004,179922,Prata,Automático,Flex,2,29521.6
Ford,Ranger,2001,115735,Vermelho,Automático,Gasolina,4,43285.0
Ford,Ranger,2018,86298,Preto,Automático,Gasolina,4,68704.4
Ford,EcoSport,2000,9507,Cinza,Manual,Diesel,2,57125.6
Nissan,Kicks,2003,55696,Azul,Automático,Gasolina,4,57564.8
Nissan,Frontier,2011,56373,Prata,Automático,Diesel,2,65251.399999999994
Jeep,Compass,2001,192336,Cinza,Automático,Flex,4,49471.799999999996
Renault,Kwid,2011,15979,Azul,Automático,Flex,4,56309.2
Renault,Kwid,2015,146121,Cinza,Automático,Gasolina,2,44779.8
Chevrolet,Onix,2001,59081,Prata,Manual,Flex,4,37694.8
Ford,EcoSport,2016,24997,Vermelho,Manual,Gasolina,4,83868.6
Ford,Ka,2001,187216,Vermelho,Manual,Diesel,2,25549.799999999996
Hyundai,Creta,2003,171902,Cinza,Automático,Gasolina,2,26124.600000000006
Renault,Sandero,2005,85721,Cinza,Automático,Gasolina,2,39144.8
Jeep,Compass,2022,21746,Azul,Manual,Flex,4,122171.8
Volkswagen,Virtus,2006,9603,Branco,Automático,Flex,4,58130.4
Chevrolet,Tracker,2022,76977,Preto,Manual,Flex,4,68621.6
Chevrolet,Onix Plus,2014,4570,Azul,Manual,Gasolina,2,70090.0
Jeep,Compass,2019,163388,Cinza,Manual,Flex,4,87048.4
Volkswagen,Polo,2011,51604,Cinza,Manual,Diesel,2,55541.2
Hyundai,HB20S,2004,18467,Preto,Manual,Gasolina,4,55763.6
Nissan,Kicks,2013,78381,Prata,Automático,Gasolina,4,68999.8
Toyota,Corolla,2015,175710,Vermelho,Automático,Gasolina,4,69300.0
Renault,Duster,2010,119851,Prata,Automático,Diesel,2,35263.8
Ford,Ka,2011,158015,Preto,Automático,Diesel,4,47401.0
Jeep,Compass,2018,3340,Preto,Manual,Flex,4,113202.0
Renault,Kwid,2016,43532,Branco,Manual,Flex,2,62899.6
Ford,EcoSport,2023,197247,Azul,Manual,Gasolina,4,59786.6
Toyota,Corolla,2006,189990,Azul,Manual,Flex,4,52258.0
Toyota,Corolla,2008,44188,Azul,Automático,Diesel,4,84294.4
Nissan,Frontier,2013,15211,Azul,Manual,Flex,2,1241962.0
Honda,Fit,2019,13496,Branco,Manual,Flex,4,103737.8
Toyota,Corolla,2011,94381,Vermelho,Manual,Gasolina,4,80253.8
Renault,Kwid,2014,188320,Azul,Automático,Diesel,2,29117.0
Fiat,Toro,2011,172217,Cinza,Manual,Diesel,2,25974.6
Fiat,Toro,2020,103704,Preto,Manual,Diesel,4,55960.2
Ford,EcoSport,2020,29672,Branco,Manual,Flex,2,87412.6
Ford,EcoSport,2022,81481,Prata,Automático,Diesel,4,73301.8
Honda,Fit,2012,167099,Azul,Automático,Flex,2,64452.200000000004
Fiat,Argo,2008,167323,Branco,Manual,Gasolina,4,22581.4
Ford,Ka,2023,150475,Prata,Automático,Diesel,2,63352.0
Toyota,Corolla,2006,25150,Branco,Automático,Gasolina,2,83852.0
Ford,Ka,2000,75762,Prata,Manual,Flex,4,43329.6
Chevrolet,Onix Plus,2009,178012,Branco,Automático,Diesel,2,32838.6
Honda,Civic,2005,50476,Branco,Automático,Flex,2,67631.8
Jeep,Compass,2014,102708,Azul,Manual,Diesel,2,91340.4
Volkswagen,T-Cross,2014,34202,Vermelho,Manual,Flex,2,62311.6
Hyundai,HB20S,2008,8729,Cinza,Automático,Flex,4,62889.2
Volkswagen,Virtus,2012,23938,Preto,Manual,Flex,4,1241962.0
Volkswagen,Virtus,2022,75302,Cinza,Automático,Gasolina,4,69713.6
Nissan,Kicks,2000,73920,Vermelho,Manual,Diesel,4,48027.0
Jeep,Compass,2008,25762,Azul,Automático,Flex,2,100212.6
Ford,EcoSport,2002,159796,Prata,Manual,Diesel,2,33566.8
Nissan,Versa,2008,90586,Cinza,Automático,Flex,4,55280.8
Volkswagen,Virtus,2019,20653,Preto,Automático,Diesel,2,76591.4
Chevrolet,Onix Plus,2014,144579,Azul,Automático,Flex,2,46915.2
Hyundai,HB20,2023,72914,Preto,Automático,Flex,2,73319.2
Volkswagen,T-Cross,2006,173845,Prata,Automático,Gasolina,2,22966.0
Fiat,Argo,2003,111291,Preto,Automático,Diesel,4,27675.8
Jeep,Compass,2019,35205,Vermelho,Automático,Gasolina,2,109678.0
Jeep,Renegade,2016,11571,Cinza,Automático,Flex,4,107832.8
Jeep,Renegade,2021,168392,Preto,Manual,Gasolina,2,87656.6
Honda,Civic,2003,116042,Cinza,Automático,Gasolina,4,60960.6
Honda,Civic,2018,48853,Branco,Manual,Gasolina,4,87934.4
Toyota,Corolla,2004,161262,Cinza,Manual,Gasolina,4,54969.6
Renault,Sandero,2015,118088,Prata,Automático,Diesel,4,43478.4
Hyundai,Creta,2002,89116,Vermelho,Manual,Gasolina,4,38704.8
Nissan,Kicks,2010,167594,Azul,Manual,Flex,2,45313.200000000004
Ford,Ranger,2021,44489,Preto,Manual,Flex,2,82409.2
Volkswagen,Virtus,2014,132909,Azul,Manual,Gasolina,2,48210.2
Renault,Kwid,2018,53763,Vermelho,Manual,Gasolina,4,64616.4
Ford,Ranger,2020,82945,Cinza,Manual,Gasolina,2,70793.0
Nissan,Frontier,2023,56964,Preto,Automático,Flex,4,91420.2
Renault,Duster,2013,130349,Vermelho,Automático,Gasolina,4,35905.2
Ford,Ranger,,56398,Prata,Manual,Diesel,4,74648.4
Chevrolet,S10,2023,82597,Branco,Automático,Gasolina,4,67806.6
Honda,HR-V,2005,94522,Branco,Manual,Diesel,4,62508.6
Nissan,Kicks,2004,53198,Prata,Manual,Gasolina,4,65219.4
Hyundai,HB20S,2020,85741,Azul,Manual,Flex,4,71424.8
Fiat,Mobi,2016,166215,Branco,Automático,Flex,2,41328.0
Chevrolet,S10,2015,49427,Prata,Automático,Gasolina,4,64098.6
Honda,Civic,2001,137931,Cinza,Automático,Diesel,4,45383.8
Jeep,Renegade,2010,45507,Azul,Manual,Flex,2,94162.6
Honda,Fit,2003,165428,Azul,Automático,Flex,2,45138.4
Renault,Duster,2005,86501,Prata,Automático,Flex,2,34709.8
Toyota,Yaris,2006,62570,Branco,Manual,Gasolina,2,80262.0
Chevrolet,Onix Plus,2016,143926,Cinza,Automático,Gasolina,4,42728.8
Jeep,Compass,2007,164085,Azul,Automático,Gasolina,2,66150.0
Renault,Duster,2000,31654,Prata,Automático,Diesel,2,35878.2
Nissan,Frontier,2014,126905,Prata,Automático,Gasolina,4,62586.0
Hyundai,HB20S,2019,154126,Azul,Manual,Diesel,2,51827.8
Honda,HR-V,2011,73728,Azul,Manual,Gasolina,2,81698.4
Nissan,Kicks,2014,60254,Cinza,Manual,Diesel,4,72789.2
Jeep,Renegade,2022,erro_medicao,Azul,Manual,Diesel,4,82280.6
Renault,Duster,2021,176278,Preto,Manual,Gasolina,2,43476.4
Toyota,Corolla,2014,167091,Branco,Manual,Diesel,4,66747.79999999999
Honda,HR-V,2008,16281,Azul,Automático,Flex,4,88441.8
Hyundai,Creta,2015,5863,Preto,Manual,Flex,4,72395.4
Toyota,Hilux,2001,52203,Cinza,Manual,Gasolina,2,69915.4
Ford,Ranger,2014,36539,Cinza,Automático,Flex,2,70457.2
Renault,Duster,2014,173160,Vermelho,Automático,Gasolina,4,35053.0
Nissan,Frontier,2006,62438,Vermelho,Manual,Diesel,4,65931.4
Honda,HR-V,2020,16077,Cinza,Automático,Flex,4,101355.6
Honda,Civic,2012,156345,Vermelho,Automático,Diesel,2,64138.0
Jeep,Compass,2022,123968,Prata,Manual,Gasolina,2,93777.4
Hyundai,HB20S,2016,31052,Preto,Automático,Gasolina,2,75410.6
Fiat,Cronos,2010,67955,Cinza,Automático,Diesel,2,47634.0
Ford,Ka,2009,144590,Prata,Manual,Gasolina,2,49347.0
Toyota,Hilux,2000,138468,Branco,Manual,Flex,2,51867.4
Chevrolet,Tracker,2013,84548,Branco,Automático,Gasolina,4,49814.4
Chevrolet,Onix,2004,171149,Vermelho,Automático,Flex,2,1241962.0
Honda,HR-V,2007,11981,Vermelho,Manual,Gasolina,2,83776.8
Jeep,Renegade,2000,98989,Prata,Manual,Flex,2,68730.2
Volkswagen,T-Cross,2006,erro_medicao,Branco,Automático,Gasolina,4,46976.6
Honda,Civic,2001,64842,Azul,Automático,Gasolina,4,67175.6
Chevrolet,Onix,2006,136095,Cinza,Manual,Diesel,4,30678.0
Chevrolet,Onix,2006,21219,Azul,Manual,Diesel,4,54605.2
Ford,EcoSport,2008,110862,Preto,Manual,Flex,4,45568.600000000006
Nissan,Kicks,2021,148166,Vermelho,Automático,Diesel,4,70766.8
Volkswagen,Virtus,2003,37853,Prata,Manual,Diesel,4,50274.4
Honda,Fit,2022,136718,Azul,Manual,Flex,4,84313.4
Ford,Ranger,2006,185117,Vermelho,Manual,Diesel,2,35734.6
Jeep,Renegade,2019,177997,Prata,Automático,Flex,2,81957.6
Ford,EcoSport,2017,174999,Branco,Automático,Flex,2,48314.200000000004
Honda,HR-V,2012,143063,Vermelho,Automático,Flex,2,64956.4
Renault,Sandero,2010,150050,Azul,Manual,Flex,4,33212.0
Fiat,Mobi,2008,35723,Prata,Manual,Gasolina,2,56057.4
Honda,Civic,2013,155859,Prata,Manual,Gasolina,2,59332.2
Hyundai,Creta,2007,91693,Azul,Manual,Flex,2,47066.4
Chevrolet,Tracker,2020,114045,Vermelho,Automático,Diesel,2,59135.0
Volkswagen,Virtus,2013,180164,Preto,Automático,Flex,2,34771.200000000004
Volkswagen,Polo,2020,44791,Cinza,Manual,Flex,4,66539.8
Nissan,Frontier,2016,75171,Branco,Manual,Diesel,2,75280.8
Fiat,Cronos,2013,146004,Azul,Manual,Flex,4,40299.2
Hyundai,Creta,2023,36911,Azul,Manual,Gasolina,4,83486.8
Chevrolet,Tracker,2004,123458,Vermelho,Manual,Flex,4,34247.4
Volkswagen,Virtus,2009,105948,Vermelho,Automático,Gasolina,2,44746.4
Hyundai,HB20S,2005,101301,Preto,Manual,Diesel,4,41629.8
Ford,EcoSport,2009,103512,Branco,Automático,Diesel,2,55283.6
Nissan,Kicks,2010,141018,Vermelho,Automático,Diesel,2,48347.4
Honda,HR-V,2023,84899,Preto,Manual,Gasolina,2,88245.2
Honda,Fit,2005,145459,Azul,Automático,Flex,4,53089.2
Renault,Duster,2009,49573,Cinza,Automático,Diesel,2,52312.4
Chevrolet,Onix,2013,115298,Prata,Manual,Diesel,2,1241962.0
Hyundai,HB20,2019,41405,Cinza,Manual,Diesel,4,1241962.0
Toyota,Corolla,2002,9152,Cinza,Manual,Flex,4,80626.6
Volkswagen,Polo,2006,166487,Cinza,Manual,Flex,2,29823.6
Jeep,Renegade,2001,110575,Cinza,Automático,Gasolina,4,65319.0
Jeep,Renegade,2006,113190,Prata,Manual,Gasolina,4,80626.0
Honda,Civic,2016,104977,Azul,Automático,Flex,4,77589.6
Toyota,Corolla,2012,162920,Branco,Automático,Flex,2,64228.0
Jeep,Renegade,2020,174466,Branco,Automático,Diesel,4,80978.79999999999
Fiat,Argo,2008,31455,Azul,Manual,Diesel,2,57199.0
Fiat,Toro,2012,66560,Preto,Automático,Gasolina,2,50294.0
Chevrolet,Tracker,2014,91764,Preto,Automático,Diesel,2,55465.2
Toyota,Hilux,2012,147993,Vermelho,Manual,Flex,2,66669.4
Fiat,Toro,2016,163251,Cinza,Automático,Flex,2,38333.8
Fiat,Cronos,2007,102895,Cinza,Automático,Gasolina,4,40107.0
Honda,HR-V,2008,183307,Prata,Manual,Flex,2,51399.600000000006
Jeep,Renegade,2008,163109,Cinza,Automático,Gasolina,2,71918.2
Chevrolet,Onix,2007,33275,Prata,Automático,Diesel,2,56118.0
Hyundai,HB20,2015,36692,Vermelho,Automático,Gasolina,4,73546.6
Ford,Ka,2019,8872,Preto,Manual,Flex,2,84376.6
Volkswagen,Polo,2006,51764,Preto,Automático,Diesel,4,46082.2
Volkswagen,T-Cross,2016,119564,Vermelho,Manual,Flex,4,50612.2
