Marca,Modelo,Ano,Quilometragem,Cor,Cambio,Combustivel,Portas,Valor_Venda,idade_carro
Fiat,Mobi,2017,166146,Azul,Automático,Gasolina,2,36727.8,9
Renault,Kwid,2017,73905,Branco,Automático,Gasolina,2,55810.0,9
Chevrolet,Tracker,2017,149517,Cinza,Manual,Gasolina,2,44704.600000000006,9
Hyundai,HB20S,2017,190951,Branco,Automático,Flex,4,40355.8,9
Nissan,Kicks,2017,102326,Cinza,Automático,Flex,2,71757.8,9
Renault,Sandero,2017,19646,Azul,Manual,Flex,4,68348.8,9
Renault,Sandero,2017,141355,Branco,Automático,Gasolina,2,39898.0,9
Toyota,Hilux,2017,134237,Prata,Manual,Flex,4,74842.6,9
Chevrolet,Onix,2017,199261,Branco,Automático,Flex,4,32817.8,9
Toyota,Yaris,2017,103510,Prata,Automático,Flex,2,88911.0,9
Volkswagen,Gol,2017,15674,Vermelho,Manual,Gasolina,4,67885.2,9
Nissan,Kicks,2017,36133,Azul,Automático,Diesel,2,78493.4,9
Chevrolet,S10,2017,71640,Preto,Manual,Diesel,4,63255.0,9
Toyota,Corolla,2017,27076,Prata,Automático,Diesel,4,97071.8,9
Renault,Duster,2017,7636,Branco,Manual,Flex,4,72669.8,9
Fiat,Toro,2017,180686,Vermelho,Manual,Gasolina,4,33938.8,9
Hyundai,HB20,2017,165190,Cinza,Manual,Gasolina,2,45164.0,9
Ford,EcoSport,2017,174999,Branco,Automático,Flex,2,48314.2,9
Hyundai,HB20,2017,2405,Cinza,Automático,Diesel,4,81219.0,9
Fiat,Cronos,2017,91714,Cinza,Automático,Diesel,2,53590.2,9
Volkswagen,T-Cross,2017,184284,Preto,Manual,Gasolina,2,41206.2,9
Ford,EcoSport,2017,96585,Preto,Manual,Flex,2,64343.0,9
Hyundai,HB20S,2017,70251,Branco,Manual,Flex,4,65159.8,9
Chevrolet,S10,2017,34604,Vermelho,Manual,Flex,4,74777.2,9
Fiat,Mobi,2017,121747,Prata,Manual,Diesel,4,53137.6,9
Toyota,Corolla,2017,119673,Cinza,Manual,Diesel,4,86124.4,9
Renault,Sandero,2017,198823,Prata,Automático,Gasolina,4,31095.4,9
Nissan,Frontier,2017,19673,Vermelho,Automático,Gasolina,4,82004.4,9
Nissan,Kicks,2017,153972,Vermelho,Automático,Diesel,2,62568.6,9
Jeep,Renegade,2017,138800,Preto,Automático,Diesel,2,91636.0,9
Volkswagen,Gol,2017,35927,Preto,Manual,Flex,2,66649.6,9
Volkswagen,Virtus,2017,100750,Prata,Automático,Flex,4,60220.0,9
Ford,Ka,2017,78281,Vermelho,Manual,Gasolina,2,66405.8,9
Honda,Fit,2017,3726,Vermelho,Manual,Gasolina,2,96457.8,9
Volkswagen,Virtus,2017,12191,Prata,Automático,Gasolina,2,70718.8,9
Toyota,Yaris,2017,1921,Cinza,Automático,Flex,4,108021.8,9
Chevrolet,Onix,2017,20410,Preto,Manual,Diesel,4,72379.0,9
Nissan,Versa,2017,127633,Azul,Automático,Gasolina,2,67464.4,9
Honda,Fit,2017,118423,Branco,Manual,Flex,4,76385.4,9
Nissan,Kicks,2017,51450,Preto,Manual,Gasolina,2,75680.0,9
Nissan,Frontier,2017,15797,Vermelho,Automático,Gasolina,4,84673.6,9
Jeep,Compass,2017,195340,Branco,Automático,Diesel,2,73483.0,9
Chevrolet,Onix Plus,2017,191775,Preto,Automático,Flex,4,42624.0,9
Fiat,Mobi,2017,92683,Branco,Automático,Gasolina,4,53532.4,9
Honda,Fit,2017,44053,Azul,Manual,Diesel,2,93365.4,9
Jeep,Renegade,2017,147576,Prata,Manual,Diesel,2,83463.8,9
Nissan,Versa,2017,84431,Prata,Automático,Flex,4,73396.8,9
Toyota,Corolla,2017,110003,Vermelho,Manual,Gasolina,4,80595.4,9
Hyundai,Creta,2017,186087,Azul,Automático,Diesel,2,45108.600000000006,9
Renault,Duster,2017,90123,Prata,Automático,Flex,4,49613.4,9
Renault,Kwid,2017,186621,Branco,Manual,Gasolina,4,35495.8,9
Jeep,Compass,2017,147407,Prata,Manual,Flex,2,81576.6,9
Hyundai,HB20S,2017,27068,Azul,Manual,Diesel,4,80063.4,9
Volkswagen,Polo,2017,112230,Preto,Automático,Diesel,2,57952.0,9
Ford,Ka,2017,3005,Preto,Manual,Flex,2,80695.0,9
Volkswagen,Polo,2017,112869,Azul,Manual,Flex,4,50128.2,9
Honda,HR-V,2017,94747,Preto,Automático,Gasolina,4,85009.6,9
Chevrolet,Onix Plus,2017,127948,Vermelho,Automático,Flex,2,53530.4,9
Jeep,Renegade,2017,182137,Preto,Automático,Flex,2,79548.6,9
Nissan,Kicks,2017,107412,Azul,Manual,Gasolina,4,67431.6,9
Renault,Sandero,2017,142847,Cinza,Automático,Gasolina,4,40372.6,9
Honda,Civic,2017,49253,Preto,Automático,Gasolina,4,95612.4,9
Chevrolet,Onix Plus,2017,47196,Prata,Manual,Diesel,2,70680.8,9
Jeep,Renegade,2017,21635,Azul,Automático,Gasolina,2,107324.0,9
Toyota,Corolla,2017,134078,Prata,Automático,Diesel,2,77224.4,9
Toyota,Hilux,2017,17668,Prata,Manual,Gasolina,2,103584.4,9
Ford,Ka,2017,103246,Prata,Automático,Gasolina,2,65164.8,9
Volkswagen,Polo,2017,46304,Preto,Manual,Flex,4,68966.2,9
Ford,EcoSport,2017,180482,Vermelho,Manual,Gasolina,2,47554.6,9
Jeep,Renegade,2017,172356,Cinza,Automático,Flex,4,81309.8,9
Nissan,Kicks,2017,70442,Cinza,Automático,Gasolina,2,79382.6,9
Nissan,Kicks,2017,184415,Azul,Automático,Diesel,2,53925.0,9
Fiat,Toro,2017,184209,Prata,Automático,Diesel,2,31851.2,9
Jeep,Compass,2017,131238,Preto,Manual,Flex,2,93137.4,9
Chevrolet,Onix,2017,105885,Azul,Automático,Diesel,4,59103.0,9
Toyota,Yaris,2017,132599,Prata,Automático,Diesel,4,77071.2,9
Honda,HR-V,2017,8985,Vermelho,Automático,Flex,4,97186.0,9
Chevrolet,Tracker,2017,190555,Cinza,Manual,Gasolina,4,42643.0,9
Honda,Fit,2017,165952,Vermelho,Automático,Flex,2,69171.6,9
Nissan,Versa,2017,144844,Cinza,Manual,Diesel,2,64211.2,9
Renault,Duster,2017,75753,Preto,Automático,Flex,2,55577.4,9
Jeep,Compass,2017,146851,Cinza,Automático,Diesel,4,86654.8,9
Hyundai,Creta,2017,17702,Preto,Manual,Diesel,4,77754.6,9
Chevrolet,Onix Plus,2017,120082,Branco,Manual,Flex,2,52525.600000000006,9
Jeep,Compass,2017,144942,Vermelho,Manual,Diesel,4,83732.6,9
Hyundai,Creta,2017,168696,Preto,Automático,Diesel,2,44387.8,9
Volkswagen,Virtus,2017,56209,Branco,Manual,Diesel,2,66767.2,9
Nissan,Versa,2017,40602,Preto,Manual,Diesel,4,82693.6,9
Volkswagen,Gol,2017,171073,Azul,Manual,Diesel,4,36927.4,9
Jeep,Renegade,2017,97799,Azul,Automático,Flex,4,96242.2,9
Nissan,Versa,2017,164622,Vermelho,Manual,Diesel,4,57056.6,9
Jeep,Compass,2017,145299,Azul,Manual,Flex,4,90918.2,9
Ford,Ranger,2017,87824,Vermelho,Automático,Gasolina,4,72251.2,9
Nissan,Frontier,2017,126226,Branco,Automático,Gasolina,4,62427.8,9
Honda,Fit,2017,85551,Prata,Manual,Flex,2,81332.8,9
Hyundai,Creta,2017,107753,Azul,Manual,Gasolina,4,56157.4,9
Honda,Fit,2017,18606,Azul,Automático,Diesel,2,99359.8,9
Toyota,Yaris,2017,56228,Vermelho,Automático,Flex,2,97083.4,9
Nissan,Frontier,2017,159322,Azul,Automático,Diesel,4,62769.6,9
Jeep,Renegade,2017,64400,Azul,Automático,Flex,4,104318.0,9
Honda,Civic,2017,68245,Prata,Automático,Gasolina,4,90250.0,9
Hyundai,HB20,2017,23625,Preto,Manual,Gasolina,2,77241.0,9
Volkswagen,Gol,2017,188876,Preto,Manual,Diesel,4,37173.8,9
Honda,Civic,2017,116576,Prata,Automático,Flex,2,79211.8,9
Jeep,Renegade,2017,62722,Cinza,Automático,Diesel,4,101006.6,9
Nissan,Versa,2017,77263,Cinza,Manual,Diesel,2,70252.4,9
Honda,HR-V,2017,147883,Branco,Automático,Flex,4,71806.4,9
Volkswagen,Virtus,2017,26199,Azul,Manual,Diesel,2,74636.2,9
Hyundai,HB20,2017,110257,Prata,Manual,Diesel,4,53470.6,9
Fiat,Toro,2017,146434,Cinza,Automático,Flex,2,45263.2,9
Volkswagen,Virtus,2017,9382,Branco,Automático,Flex,2,70535.6,9
Hyundai,HB20S,2017,174388,Vermelho,Automático,Gasolina,4,45726.4,9
Hyundai,HB20S,2017,76981,Cinza,Automático,Diesel,4,63866.8,9
Volkswagen,Polo,2017,12029,Cinza,Automático,Gasolina,2,78086.2,9
Renault,Sandero,2017,7986,Azul,Manual,Flex,2,72173.8,9
Jeep,Compass,2017,32116,Prata,Automático,Flex,2,108931.8,9
Renault,Kwid,2017,196571,Prata,Manual,Flex,4,36531.8,9
Toyota,Yaris,2017,187583,Vermelho,Manual,Flex,2,66345.4,9
Toyota,Yaris,2017,83702,Preto,Automático,Diesel,4,86046.6,9
Chevrolet,Tracker,2017,18968,Vermelho,Manual,Diesel,2,70430.4,9
Jeep,Compass,2017,187204,Azul,Automático,Diesel,2,81338.2,9
Hyundai,Creta,2017,131857,Vermelho,Automático,Gasolina,2,55562.6,9
Jeep,Compass,2017,116338,Vermelho,Automático,Gasolina,4,93535.4,9
Nissan,Versa,2017,122655,Preto,Manual,Flex,4,63666.0,9
Honda,Civic,2017,103001,Prata,Manual,Flex,4,76403.8,9
Nissan,Frontier,2017,159219,Cinza,Manual,Diesel,4,54302.2,9
Honda,HR-V,2017,106577,Prata,Automático,Diesel,4,84112.6,9
Toyota,Corolla,2017,62052,Cinza,Automático,Flex,2,96761.6,9
Ford,Ranger,2017,69543,Cinza,Manual,Gasolina,4,72704.4,9
Jeep,Renegade,2017,148511,Vermelho,Manual,Gasolina,2,81016.8,9
Fiat,Mobi,2017,13302,Preto,Automático,Diesel,4,70994.6,9
Fiat,Argo,2017,189951,Preto,Automático,Gasolina,2,31226.800000000003,9
Toyota,Hilux,2017,90083,Azul,Automático,Diesel,4,88216.4,9
Ford,EcoSport,2017,180629,Azul,Manual,Diesel,4,45363.2,9
Renault,Duster,2017,149990,Branco,Manual,Diesel,4,43158.0,9
Fiat,Toro,2017,61324,Cinza,Automático,Gasolina,4,61719.2,9
Fiat,Cronos,2017,147714,Preto,Manual,Diesel,4,43568.2,9
Toyota,Hilux,2017,66134,Azul,Manual,Diesel,2,89765.2,9
Renault,Kwid,2017,126223,Branco,Automático,Diesel,4,48316.4,9
Renault,Duster,2017,155906,Preto,Manual,Flex,4,46015.8,9
Chevrolet,Onix Plus,2017,18444,Branco,Automático,Flex,4,78243.2,9
Hyundai,Creta,2017,167010,Azul,Automático,Flex,4,42373.0,9
Nissan,Kicks,2017,149642,Prata,Automático,Gasolina,4,58649.600000000006,9
Nissan,Frontier,2017,163048,Preto,Manual,Diesel,2,57946.4,9
Renault,Duster,2017,92013,Prata,Automático,Diesel,2,56272.4,9
Chevrolet,Onix Plus,2017,97186,Cinza,Manual,Flex,2,57644.8,9
Toyota,Corolla,2017,146628,Branco,Manual,Diesel,4,76375.4,9
Chevrolet,Tracker,2017,148100,Vermelho,Automático,Gasolina,2,51461.0,9
Honda,HR-V,2017,123690,Vermelho,Automático,Flex,4,73476.0,9
Chevrolet,Tracker,2017,151902,Cinza,Manual,Gasolina,2,43046.600000000006,9
Nissan,Versa,2017,59418,Vermelho,Automático,Flex,4,76952.4,9
Toyota,Corolla,2017,175021,Vermelho,Manual,Diesel,4,69380.8,9
Nissan,Versa,2017,132955,Branco,Manual,Flex,2,66319.0,9
Fiat,Mobi,2017,66514,Vermelho,Manual,Flex,2,60219.2,9
Toyota,Hilux,2017,129541,Cinza,Automático,Flex,2,75752.8,9
Ford,EcoSport,2017,29730,Prata,Manual,Diesel,4,84163.0,9
Fiat,Mobi,2017,88387,Azul,Automático,Diesel,2,58407.6,9
Hyundai,HB20S,2017,143165,Branco,Automático,Flex,2,49893.0,9
Volkswagen,T-Cross,2017,168856,Prata,Manual,Flex,2,40562.8,9
Honda,Civic,2017,136412,Prata,Manual,Gasolina,2,77272.6,9
Ford,Ka,2017,125640,Azul,Manual,Gasolina,2,64798.0,9
Chevrolet,Onix,2017,181166,Cinza,Automático,Diesel,2,38809.8,9
Ford,EcoSport,2017,168591,Branco,Manual,Diesel,2,50770.8,9
Jeep,Renegade,2017,70509,Cinza,Manual,Flex,2,105047.2,9
Renault,Sandero,2017,151938,Prata,Automático,Gasolina,4,38304.4,9
Ford,Ka,2017,127610,Prata,Manual,Gasolina,4,58029.0,9
Volkswagen,Virtus,2017,124365,Preto,Automático,Gasolina,2,50386.0,9
Ford,Ranger,2017,83247,Branco,Manual,Flex,2,69970.6,9
Honda,Fit,2017,37723,Azul,Automático,Flex,2,90483.4,9
Fiat,Cronos,2017,37876,Preto,Automático,Flex,4,64127.8,9
Chevrolet,Onix Plus,2017,86190,Cinza,Automático,Diesel,4,63949.0,9
Renault,Sandero,2017,188955,Vermelho,Automático,Gasolina,4,39102.0,9
Toyota,Hilux,2017,144061,Azul,Automático,Gasolina,2,79344.8,9
Toyota,Hilux,2017,41379,Vermelho,Automático,Gasolina,4,95293.2,9
Renault,Duster,2017,132157,Branco,Automático,Diesel,4,43180.6,9
Nissan,Kicks,2017,87599,Azul,Manual,Flex,4,75051.2,9
Volkswagen,Polo,2017,126803,Prata,Automático,Diesel,2,48783.4,9
Chevrolet,Onix,2017,4302,Vermelho,Manual,Diesel,2,74576.6,9
Jeep,Compass,2017,41617,Prata,Automático,Gasolina,2,109861.6,9
Jeep,Renegade,2017,163061,Azul,Manual,Gasolina,2,80504.8,9
Jeep,Renegade,2017,180753,Azul,Manual,Diesel,4,75789.4,9
Chevrolet,Onix,2017,86356,Cinza,Automático,Diesel,4,57555.8,9
Hyundai,HB20,2017,67772,Prata,Manual,Flex,2,69347.6,9
Nissan,Versa,2017,65995,Cinza,Automático,Flex,4,73062.0,9
Volkswagen,Polo,2017,160369,Prata,Automático,Gasolina,4,40096.2,9
Volkswagen,T-Cross,2017,182589,Preto,Manual,Diesel,2,38154.2,9
Chevrolet,Onix Plus,2017,56733,Vermelho,Manual,Flex,4,67846.4,9
Nissan,Kicks,2017,170625,Preto,Automático,Diesel,4,61259.0,9
Honda,HR-V,2017,157079,Prata,Manual,Flex,4,70626.2,9
Volkswagen,T-Cross,2017,24017,Vermelho,Automático,Diesel,4,69640.6,9
Honda,HR-V,2017,34146,Branco,Manual,Gasolina,4,89663.8,9
Nissan,Versa,2017,131531,Branco,Automático,Flex,2,66821.8,9
Ford,EcoSport,2017,122804,Prata,Manual,Flex,4,55968.2,9
Chevrolet,Onix Plus,2017,74984,Cinza,Manual,Diesel,2,65033.2,9
Toyota,Yaris,2017,9168,Prata,Manual,Gasolina,2,106582.4,9
Fiat,Toro,2017,180073,Cinza,Manual,Gasolina,2,35249.4,9
Renault,Duster,2017,29197,Cinza,Manual,Flex,4,69709.6,9
Hyundai,Creta,2017,175634,Preto,Automático,Diesel,2,45236.2,9
Honda,HR-V,2017,144477,Cinza,Automático,Diesel,4,68788.6,9
Renault,Kwid,2017,87053,Branco,Manual,Flex,2,55906.4,9
Jeep,Compass,2017,71892,Vermelho,Manual,Flex,2,100376.6,9
Renault,Duster,2017,66732,Preto,Automático,Diesel,4,58853.6,9
Volkswagen,Gol,2017,98983,Azul,Automático,Diesel,4,58207.4,9
Hyundai,HB20,2017,59807,Prata,Automático,Flex,2,72362.6,9
Honda,Civic,2017,62358,Branco,Automático,Diesel,4,91065.4,9
Jeep,Compass,2017,77606,Preto,Automático,Gasolina,4,99988.8,9
Nissan,Versa,2017,38394,Branco,Automático,Gasolina,2,80783.2,9
Volkswagen,T-Cross,2017,171580,Cinza,Manual,Flex,4,39113.0,9
Ford,Ranger,2017,47114,Preto,Manual,Flex,2,74569.2,9
Chevrolet,S10,2017,190660,Preto,Automático,Gasolina,2,39330.0,9
Jeep,Renegade,2017,162533,Cinza,Automático,Gasolina,2,83004.4,9
Jeep,Renegade,2017,101395,Cinza,Automático,Diesel,4,90309.0,9
Ford,Ka,2017,191460,Azul,Automático,Gasolina,4,43465.0,9
Jeep,Compass,2017,192937,Preto,Automático,Flex,4,72325.6,9
Renault,Duster,2017,153879,Vermelho,Manual,Flex,2,39353.2,9
Ford,Ka,2017,13825,Cinza,Automático,Diesel,4,86558.0,9
Nissan,Kicks,2017,110452,Preto,Manual,Flex,4,65977.6,9
Ford,Ka,2017,193719,Cinza,Manual,Flex,4,50620.2,9
Honda,HR-V,2017,150025,Azul,Automático,Gasolina,2,66633.0,9
Honda,Fit,2017,197900,Cinza,Automático,Diesel,4,62102.0,9
Toyota,Yaris,2017,148777,Cinza,Manual,Diesel,2,79819.6,9
Honda,Civic,2017,123502,Azul,Automático,Gasolina,2,74533.6,9
Jeep,Compass,2017,195494,Branco,Manual,Gasolina,2,77207.2,9
Jeep,Compass,2017,84970,Vermelho,Automático,Diesel,4,95867.0,9
Renault,Sandero,2017,157883,Branco,Automático,Diesel,2,37756.4,9
Volkswagen,Gol,2017,11430,Preto,Automático,Gasolina,2,69053.0,9
Toyota,Hilux,2017,7166,Branco,Manual,Flex,2,109041.8,9
Renault,Sandero,2017,153966,Cinza,Manual,Gasolina,2,45653.8,9
Chevrolet,S10,2017,175277,Branco,Manual,Flex,2,43412.600000000006,9
Ford,Ka,2017,34262,Branco,Manual,Flex,4,77935.6,9
Renault,Sandero,2017,59131,Preto,Automático,Flex,4,56927.8,9
Fiat,Mobi,2017,123528,Cinza,Automático,Diesel,4,43990.4,9
Honda,HR-V,2017,52016,Preto,Manual,Flex,4,93696.8,9
Toyota,Hilux,2017,71267,Vermelho,Automático,Diesel,4,94650.6,9
Nissan,Versa,2017,58175,Cinza,Manual,Gasolina,4,83607.0,9
Chevrolet,S10,2017,87868,Preto,Manual,Flex,2,60620.4,9
Honda,HR-V,2017,11105,Azul,Automático,Diesel,4,102139.0,9
Renault,Duster,2017,152888,Preto,Manual,Gasolina,2,40268.4,9
Renault,Kwid,2017,130196,Azul,Automático,Flex,4,47539.8,9
Fiat,Toro,2017,75226,Vermelho,Automático,Diesel,4,58175.8,9
Fiat,Argo,2017,146709,Vermelho,Manual,Diesel,2,43148.2,9
Toyota,Yaris,2017,1885,Azul,Automático,Flex,2,101635.0,9
Volkswagen,Virtus,2018,19301,Azul,Manual,Flex,4,70700.8,8
Jeep,Compass,2018,166088,Prata,Manual,Gasolina,2,85620.4,8
Volkswagen,Gol,2018,14679,Azul,Automático,Flex,4,78408.2,8
Hyundai,HB20S,2018,185115,Branco,Manual,Flex,2,48220.0,8
Ford,Ka,2018,186073,Vermelho,Automático,Diesel,2,51515.4,8
Nissan,Frontier,2018,80258,Azul,Automático,Flex,4,72190.4,8
Honda,HR-V,2018,141779,Prata,Manual,Flex,2,77182.2,8
Nissan,Frontier,2018,30837,Prata,Automático,Gasolina,4,85560.6,8
Fiat,Toro,2018,96411,Prata,Automático,Diesel,4,52436.8,8
Honda,HR-V,2018,88115,Preto,Automático,Diesel,2,89100.0,8
Chevrolet,S10,2018,53305,Preto,Manual,Flex,2,65491.0,8
Volkswagen,Polo,2018,19546,Cinza,Automático,Flex,4,70858.8,8
Fiat,Argo,2018,132758,Azul,Manual,Diesel,2,52604.4,8
Jeep,Compass,2018,66430,Branco,Automático,Flex,4,108241.0,8
Jeep,Compass,2018,38593,Prata,Manual,Diesel,4,112774.4,8
Nissan,Versa,2018,141448,Branco,Automático,Gasolina,2,62767.4,8
Toyota,Yaris,2018,122033,Azul,Manual,Gasolina,4,82556.4,8
Chevrolet,S10,2018,169509,Azul,Automático,Diesel,2,44106.2,8
Honda,Fit,2018,49985,Azul,Manual,Diesel,4,88669.0,8
Fiat,Toro,2018,155992,Cinza,Automático,Diesel,2,47876.600000000006,8
Volkswagen,Gol,2018,159827,Vermelho,Manual,Gasolina,4,46873.6,8
Renault,Kwid,2018,45221,Azul,Automático,Flex,2,64747.8,8
Ford,EcoSport,2018,124460,Azul,Automático,Flex,4,65035.0,8
Chevrolet,Tracker,2018,88069,Azul,Manual,Gasolina,4,56815.2,8
Hyundai,HB20,2018,145424,Prata,Manual,Gasolina,2,53901.2,8
Volkswagen,T-Cross,2018,126956,Azul,Automático,Gasolina,4,55011.8,8
Nissan,Frontier,2018,41971,Cinza,Manual,Flex,2,88171.8,8
Nissan,Kicks,2018,130014,Branco,Manual,Diesel,4,67026.2,8
Ford,Ranger,2018,83445,Branco,Manual,Diesel,2,65474.0,8
Nissan,Frontier,2018,175552,Branco,Manual,Flex,2,52296.6,8
Jeep,Compass,2018,149836,Vermelho,Manual,Diesel,4,87916.79999999999,8
Jeep,Compass,2018,161942,Azul,Automático,Flex,2,86114.6,8
Toyota,Hilux,2018,133662,Cinza,Manual,Gasolina,2,80829.6,8
Chevrolet,Onix Plus,2018,290,Branco,Manual,Flex,4,80229.0,8
Toyota,Corolla,2018,53570,Prata,Automático,Flex,2,99149.0,8
Honda,HR-V,2018,15141,Cinza,Manual,Gasolina,4,96053.8,8
Renault,Duster,2018,178445,Branco,Manual,Flex,2,38209.0,8
Renault,Sandero,2018,37289,Branco,Manual,Flex,4,67870.2,8
Toyota,Yaris,2018,123613,Prata,Automático,Gasolina,2,80427.4,8
Hyundai,Creta,2018,153499,Vermelho,Manual,Gasolina,4,55836.2,8
Nissan,Kicks,2018,16049,Preto,Automático,Gasolina,2,91488.2,8
Honda,Fit,2018,136553,Preto,Automático,Gasolina,4,76619.4,8
Hyundai,Creta,2018,191418,Cinza,Manual,Flex,2,39924.4,8
Volkswagen,Polo,2018,9109,Azul,Manual,Flex,4,76654.2,8
Fiat,Mobi,2018,172150,Vermelho,Manual,Diesel,4,36514.0,8
Honda,Civic,2018,122425,Branco,Manual,Gasolina,4,76326.0,8
Jeep,Renegade,2018,176333,Vermelho,Manual,Flex,2,83714.4,8
Chevrolet,Onix Plus,2018,54680,Prata,Automático,Diesel,4,70306.0,8
Volkswagen,T-Cross,2018,35324,Vermelho,Automático,Gasolina,4,73723.2,8
Volkswagen,T-Cross,2018,8573,Branco,Manual,Flex,2,78280.4,8
Jeep,Renegade,2018,789,Azul,Automático,Gasolina,2,115367.2,8
Hyundai,HB20,2018,78508,Vermelho,Automático,Diesel,4,66262.4,8
Jeep,Compass,2018,116315,Cinza,Manual,Flex,4,93838.0,8
Fiat,Mobi,2018,4127,Branco,Automático,Gasolina,4,76548.6,8
Nissan,Kicks,2018,115924,Azul,Automático,Gasolina,4,67576.2,8
Volkswagen,Gol,2018,645,Cinza,Automático,Gasolina,2,78158.0,8
Renault,Sandero,2018,182646,Branco,Automático,Gasolina,4,33090.8,8
Honda,Fit,2018,117658,Azul,Manual,Diesel,4,80548.4,8
Volkswagen,Gol,2018,166455,Branco,Automático,Diesel,4,47637.0,8
Honda,Fit,2018,24300,Cinza,Manual,Diesel,4,96241.0,8
Hyundai,Creta,2018,21845,Preto,Manual,Diesel,4,77690.0,8
Volkswagen,Polo,2018,95756,Cinza,Automático,Diesel,4,56520.8,8
Renault,Kwid,2018,31157,Azul,Automático,Diesel,2,65043.600000000006,8
Nissan,Kicks,2018,24805,Azul,Automático,Diesel,4,86675.0,8
Fiat,Argo,2018,93059,Preto,Automático,Flex,2,59497.2,8
Nissan,Versa,2018,145500,Prata,Manual,Gasolina,2,63674.0,8
Ford,Ranger,2018,86298,Preto,Automático,Gasolina,4,68704.4,8
Ford,Ranger,2018,192758,Cinza,Manual,Flex,2,52837.4,8
Ford,EcoSport,2018,179436,Preto,Manual,Flex,4,47342.8,8
Toyota,Hilux,2018,59172,Azul,Manual,Diesel,2,90611.6,8
Ford,Ka,2018,101413,Prata,Automático,Flex,4,63769.4,8
Renault,Kwid,2018,67050,Prata,Automático,Flex,2,62740.0,8
Renault,Duster,2018,107644,Branco,Manual,Diesel,4,52098.2,8
Chevrolet,S10,2018,167232,Branco,Automático,Diesel,2,41531.6,8
Hyundai,Creta,2018,52963,Prata,Manual,Gasolina,4,66884.4,8
Ford,Ranger,2018,60857,Branco,Manual,Gasolina,4,78413.6,8
Ford,Ranger,2018,165276,Vermelho,Manual,Diesel,2,55511.8,8
Hyundai,Creta,2018,161073,Branco,Automático,Flex,2,50092.4,8
Fiat,Toro,2018,67907,Branco,Automático,Gasolina,2,57455.6,8
Ford,Ranger,2018,53595,Cinza,Manual,Gasolina,4,80882.0,8
Fiat,Mobi,2018,65573,Vermelho,Automático,Flex,2,66500.4,8
Jeep,Compass,2018,18725,Prata,Manual,Diesel,2,115910.0,8
Nissan,Versa,2018,27055,Azul,Automático,Gasolina,2,83826.0,8
Chevrolet,Tracker,2018,188151,Azul,Manual,Gasolina,2,45257.8,8
Hyundai,HB20S,2018,8484,Branco,Automático,Diesel,4,76697.2,8
Nissan,Frontier,2018,23667,Cinza,Automático,Gasolina,2,88670.6,8
Hyundai,HB20,2018,23255,Azul,Automático,Gasolina,4,77220.0,8
Toyota,Yaris,2018,44021,Azul,Automático,Diesel,4,98700.8,8
Honda,Fit,2018,115155,Prata,Manual,Gasolina,2,80554.0,8
Chevrolet,S10,2018,197619,Vermelho,Manual,Flex,4,37485.2,8
Volkswagen,Polo,2018,188096,Azul,Automático,Gasolina,4,40522.8,8
Jeep,Compass,2018,20028,Branco,Automático,Diesel,4,116321.4,8
Toyota,Corolla,2018,61444,Branco,Manual,Gasolina,2,93640.2,8
Chevrolet,Tracker,2018,1144,Branco,Manual,Diesel,2,77800.2,8
Fiat,Cronos,2018,138123,Branco,Automático,Flex,4,50651.4,8
Toyota,Yaris,2018,92254,Azul,Manual,Diesel,2,85252.2,8
Jeep,Renegade,2018,93644,Branco,Automático,Flex,2,95173.2,8
Renault,Sandero,2018,170142,Branco,Manual,Diesel,4,39749.6,8
Volkswagen,T-Cross,2018,56170,Azul,Automático,Diesel,2,63496.0,8
Fiat,Mobi,2018,79430,Azul,Manual,Gasolina,4,59072.0,8
Hyundai,Creta,2018,182603,Cinza,Automático,Gasolina,2,46188.4,8
Ford,Ka,2018,53034,Prata,Automático,Flex,4,78566.2,8
Renault,Kwid,2018,110549,Branco,Automático,Gasolina,2,54602.2,8
Volkswagen,T-Cross,2018,175103,Cinza,Automático,Diesel,2,40174.4,8
Renault,Kwid,2018,183862,Vermelho,Manual,Gasolina,2,32312.6,8
Fiat,Argo,2018,198187,Preto,Automático,Flex,4,39155.6,8
Renault,Duster,2018,106154,Azul,Manual,Gasolina,2,50975.2,8
Hyundai,HB20,2018,96311,Preto,Manual,Flex,2,62300.8,8
Hyundai,HB20S,2018,148694,Branco,Automático,Flex,2,52528.2,8
Honda,Civic,2018,48853,Branco,Manual,Gasolina,4,87934.4,8
Volkswagen,T-Cross,2018,103833,Cinza,Automático,Gasolina,2,57843.4,8
Ford,Ranger,2018,50108,Cinza,Automático,Diesel,4,72141.4,8
Chevrolet,Onix,2018,179861,Cinza,Manual,Diesel,4,43051.8,8
Jeep,Renegade,2018,58719,Preto,Manual,Flex,4,107555.2,8
Volkswagen,Polo,2018,179660,Azul,Automático,Diesel,4,43037.0,8
Renault,Sandero,2018,125645,Prata,Manual,Diesel,4,53668.0,8
Jeep,Compass,2018,129417,Preto,Automático,Diesel,4,94746.6,8
Volkswagen,Virtus,2018,173161,Branco,Automático,Flex,2,37910.8,8
Jeep,Compass,2018,93778,Cinza,Automático,Flex,4,98340.4,8
Hyundai,HB20,2018,134227,Preto,Manual,Gasolina,2,55685.6,8
Chevrolet,Onix Plus,2018,71478,Preto,Automático,Gasolina,2,68855.4,8
